,file_path,length,label
21697,train-clean-100/4859/26870/4859-26870-0000.flac,182640,
9606,train-clean-100/8770/295462/8770-295462-0032.flac,236720,
20376,train-clean-100/6367/65536/6367-65536-0031.flac,195521,
6764,train-clean-100/4362/15663/4362-15663-0097.flac,243520,
12809,train-clean-100/8838/298546/8838-298546-0033.flac,228320,
3831,train-clean-100/250/142276/250-142276-0048.flac,250480,
16212,train-clean-100/6925/80680/6925-80680-0021.flac,217200,
16866,train-clean-100/4340/15220/4340-15220-0010.flac,214720,
10123,train-clean-100/87/121553/87-121553-0071.flac,235520,
27217,train-clean-100/2989/138028/2989-138028-0022.flac,65280,
9007,train-clean-100/8051/118101/8051-118101-0025.flac,238160,
22297,train-clean-100/8063/274116/8063-274116-0006.flac,174560,
426,train-clean-100/7447/91186/7447-91186-0022.flac,265120,
25412,train-clean-100/7264/92316/7264-92316-0041.flac,110160,
17292,train-clean-100/5688/41232/5688-41232-0061.flac,212960,
20041,train-clean-100/4441/76262/4441-76262-0004.flac,197921,
772,train-clean-100/1841/159771/1841-159771-0008.flac,261520,
16483,train-clean-100/7780/274562/7780-274562-0104.flac,216160,
12006,train-clean-100/5867/48852/5867-48852-0065.flac,230720,
3514,train-clean-100/328/129766/328-129766-0056.flac,251280,
22331,train-clean-100/3699/19401/3699-19401-0004.flac,174080,
93,train-clean-100/6925/80680/6925-80680-0079.flac,270720,
17017,train-clean-100/1502/122619/1502-122619-0025.flac,214080,
15089,train-clean-100/3723/171115/3723-171115-0033.flac,221280,
6012,train-clean-100/446/123501/446-123501-0031.flac,245200,
20127,train-clean-100/5390/30096/5390-30096-0019.flac,197360,
19586,train-clean-100/460/172359/460-172359-0077.flac,200960,
10346,train-clean-100/5322/7678/5322-7678-0016.flac,234960,
24965,train-clean-100/6272/70168/6272-70168-0029.flac,121040,
13494,train-clean-100/6147/34607/6147-34607-0035.flac,226400,
15406,train-clean-100/6818/76332/6818-76332-0024.flac,220160,
4716,train-clean-100/4088/158077/4088-158077-0054.flac,248320,
11155,train-clean-100/2893/139322/2893-139322-0002.flac,232880,
25398,train-clean-100/6181/216552/6181-216552-0040.flac,110640,
26841,train-clean-100/2136/5147/2136-5147-0037.flac,74400,
8410,train-clean-100/8419/293469/8419-293469-0025.flac,239600,
7185,train-clean-100/89/219/89-219-0033.flac,242560,
11001,train-clean-100/696/92939/696-92939-0035.flac,233280,
6753,train-clean-100/7278/91083/7278-91083-0011.flac,243520,
2084,train-clean-100/196/122152/196-122152-0031.flac,255120,
9735,train-clean-100/8312/279790/8312-279790-0039.flac,236400,
15935,train-clean-100/6476/57446/6476-57446-0015.flac,218160,
13487,train-clean-100/7226/86964/7226-86964-0007.flac,226400,
19247,train-clean-100/4441/76263/4441-76263-0003.flac,202960,
5541,train-clean-100/3214/167602/3214-167602-0018.flac,246400,
22663,train-clean-100/3699/175950/3699-175950-0003.flac,169440,
20503,train-clean-100/87/121553/87-121553-0097.flac,194640,
23233,train-clean-100/1970/26100/1970-26100-0025.flac,158640,
16870,train-clean-100/8468/294887/8468-294887-0004.flac,214640,
16705,train-clean-100/3947/13260/3947-13260-0050.flac,215280,
8228,train-clean-100/2182/150130/2182-150130-0026.flac,240000,
15551,train-clean-100/3240/131231/3240-131231-0022.flac,219680,
7567,train-clean-100/2196/174172/2196-174172-0030.flac,241680,
871,train-clean-100/5703/47198/5703-47198-0019.flac,260720,
8710,train-clean-100/5789/70653/5789-70653-0002.flac,238800,
17657,train-clean-100/198/129977/198-129977-0013.flac,211280,
25196,train-clean-100/887/123289/887-123289-0037.flac,115680,
24519,train-clean-100/1723/141149/1723-141149-0008.flac,131760,
5328,train-clean-100/1578/140045/1578-140045-0001.flac,246880,
5866,train-clean-100/3983/5331/3983-5331-0018.flac,245520,
17044,train-clean-100/3607/29116/3607-29116-0037.flac,213920,
27312,train-clean-100/481/123720/481-123720-0020.flac,63200,
25798,train-clean-100/5049/25947/5049-25947-0014.flac,100160,
27212,train-clean-100/6476/57446/6476-57446-0087.flac,65360,
25607,train-clean-100/8419/286676/8419-286676-0033.flac,105280,
24636,train-clean-100/4137/11702/4137-11702-0008.flac,129120,
20533,train-clean-100/587/54108/587-54108-0027.flac,194400,
14124,train-clean-100/2182/181183/2182-181183-0032.flac,224320,
25222,train-clean-100/887/123291/887-123291-0025.flac,114960,
14701,train-clean-100/6818/68772/6818-68772-0003.flac,222560,
9922,train-clean-100/5678/43302/5678-43302-0014.flac,236000,
19922,train-clean-100/5561/39621/5561-39621-0023.flac,198880,
19901,train-clean-100/6437/66173/6437-66173-0008.flac,198960,
24966,train-clean-100/1723/141149/1723-141149-0076.flac,121040,
19231,train-clean-100/248/130697/248-130697-0027.flac,202961,
14955,train-clean-100/481/123720/481-123720-0010.flac,221760,
28333,train-clean-100/3440/171009/3440-171009-0077.flac,38000,
23901,train-clean-100/5322/7680/5322-7680-0032.flac,145040,
9325,train-clean-100/625/132112/625-132112-0042.flac,237360,
16589,train-clean-100/6476/57446/6476-57446-0063.flac,215680,
16682,train-clean-100/5393/19218/5393-19218-0035.flac,215360,
2505,train-clean-100/8088/284756/8088-284756-0115.flac,253920,
27467,train-clean-100/1898/145720/1898-145720-0012.flac,59840,
21488,train-clean-100/60/121082/60-121082-0054.flac,185040,
16758,train-clean-100/5561/39621/5561-39621-0005.flac,215040,
12657,train-clean-100/6385/34669/6385-34669-0024.flac,228800,
19233,train-clean-100/226/131533/226-131533-0025.flac,202960,
22976,train-clean-100/7402/90848/7402-90848-0048.flac,163840,
5533,train-clean-100/2384/152900/2384-152900-0010.flac,246400,
9251,train-clean-100/7402/90848/7402-90848-0020.flac,237520,
17895,train-clean-100/200/124139/200-124139-0027.flac,210080,
11035,train-clean-100/87/121553/87-121553-0069.flac,233200,
5387,train-clean-100/2092/145706/2092-145706-0038.flac,246720,
3207,train-clean-100/4340/15220/4340-15220-0076.flac,252080,
22912,train-clean-100/1594/135914/1594-135914-0023.flac,165120,
26884,train-clean-100/5104/33406/5104-33406-0021.flac,73520,
12229,train-clean-100/909/131045/909-131045-0012.flac,230000,
8451,train-clean-100/2092/145709/2092-145709-0011.flac,239440,
2292,train-clean-100/4406/16882/4406-16882-0050.flac,254480,
11115,train-clean-100/7302/86814/7302-86814-0007.flac,232960,
22470,train-clean-100/7264/92316/7264-92316-0017.flac,172320,
21585,train-clean-100/4137/11701/4137-11701-0022.flac,183920,
6198,train-clean-100/3664/178366/3664-178366-0024.flac,244720,
15355,train-clean-100/2989/138035/2989-138035-0065.flac,220320,
5754,train-clean-100/248/130652/248-130652-0029.flac,245840,
15853,train-clean-100/426/122821/426-122821-0037.flac,218480,
18607,train-clean-100/1578/140049/1578-140049-0013.flac,206560,
19246,train-clean-100/1737/142397/1737-142397-0015.flac,202960,
21434,train-clean-100/1040/133433/1040-133433-0047.flac,185440,
19987,train-clean-100/2514/149482/2514-149482-0052.flac,198320,
2284,train-clean-100/7264/92310/7264-92310-0007.flac,254480,
4251,train-clean-100/8108/280359/8108-280359-0005.flac,249520,
5741,train-clean-100/4788/91208/4788-91208-0002.flac,245920,
12601,train-clean-100/3214/167607/3214-167607-0014.flac,228960,
26190,train-clean-100/1183/128659/1183-128659-0004.flac,90240,
10888,train-clean-100/2514/149482/2514-149482-0047.flac,233600,
14385,train-clean-100/4481/17498/4481-17498-0044.flac,223600,
9207,train-clean-100/374/180298/374-180298-0057.flac,237680,
1571,train-clean-100/3436/172162/3436-172162-0032.flac,256800,
11684,train-clean-100/831/130739/831-130739-0019.flac,231600,
267,train-clean-100/8063/274112/8063-274112-0013.flac,267520,
10040,train-clean-100/125/121342/125-121342-0032.flac,235680,
19883,train-clean-100/2391/145015/2391-145015-0017.flac,199120,
56,train-clean-100/125/121124/125-121124-0050.flac,271600,
26156,train-clean-100/328/129766/328-129766-0027.flac,91120,
10622,train-clean-100/3664/178366/3664-178366-0034.flac,234320,
3477,train-clean-100/5561/39621/5561-39621-0043.flac,251440,
20758,train-clean-100/426/122822/426-122822-0010.flac,192480,
15344,train-clean-100/5778/12761/5778-12761-0016.flac,220400,
5398,train-clean-100/2159/179156/2159-179156-0015.flac,246720,
3179,train-clean-100/3664/178366/3664-178366-0021.flac,252160,
3970,train-clean-100/1235/135883/1235-135883-0018.flac,250240,
2514,train-clean-100/2159/179154/2159-179154-0037.flac,253920,
24573,train-clean-100/307/127535/307-127535-0027.flac,130480,
23043,train-clean-100/311/124404/311-124404-0109.flac,162560,
15054,train-clean-100/1334/135589/1334-135589-0083.flac,221360,
23194,train-clean-100/2989/138028/2989-138028-0061.flac,159600,
13224,train-clean-100/2911/15045/2911-15045-0016.flac,227120,
26746,train-clean-100/1098/133695/1098-133695-0077.flac,76880,
15143,train-clean-100/6529/62554/6529-62554-0050.flac,221040,
18157,train-clean-100/426/122821/426-122821-0030.flac,208880,
1989,train-clean-100/233/134440/233-134440-0016.flac,255440,
17827,train-clean-100/5339/14133/5339-14133-0012.flac,210480,
19798,train-clean-100/2196/174172/2196-174172-0022.flac,199680,
13777,train-clean-100/5390/24512/5390-24512-0018.flac,225520,
25427,train-clean-100/5322/7680/5322-7680-0004.flac,109760,
5836,train-clean-100/32/21634/32-21634-0006.flac,245600,
22143,train-clean-100/302/123516/302-123516-0005.flac,176800,
21373,train-clean-100/6437/66173/6437-66173-0038.flac,186400,
20861,train-clean-100/7505/258958/7505-258958-0022.flac,191520,
26509,train-clean-100/4014/186175/4014-186175-0028.flac,82160,
24320,train-clean-100/5778/54535/5778-54535-0032.flac,136320,
27459,train-clean-100/2391/145015/2391-145015-0105.flac,60000,
23626,train-clean-100/2691/156755/2691-156755-0029.flac,151520,
4061,train-clean-100/6563/285357/6563-285357-0008.flac,250000,
18239,train-clean-100/311/124404/311-124404-0106.flac,208480,
2806,train-clean-100/4898/28461/4898-28461-0035.flac,253120,
7570,train-clean-100/374/180298/374-180298-0030.flac,241680,
21638,train-clean-100/2289/152253/2289-152253-0020.flac,183280,
7076,train-clean-100/7278/91083/7278-91083-0022.flac,242800,
13175,train-clean-100/1263/141777/1263-141777-0015.flac,227280,
6324,train-clean-100/1098/133695/1098-133695-0022.flac,244480,
27604,train-clean-100/426/122819/426-122819-0015.flac,56400,
11119,train-clean-100/8419/286667/8419-286667-0017.flac,232960,
2602,train-clean-100/5703/47198/5703-47198-0037.flac,253680,
1636,train-clean-100/3982/178459/3982-178459-0044.flac,256560,
16124,train-clean-100/250/140277/250-140277-0015.flac,217440,
25504,train-clean-100/7190/90542/7190-90542-0037.flac,108160,
26023,train-clean-100/2893/139310/2893-139310-0023.flac,94320,
13305,train-clean-100/8419/286667/8419-286667-0002.flac,226880,
11971,train-clean-100/7517/100437/7517-100437-0009.flac,230800,
6056,train-clean-100/6415/111615/6415-111615-0026.flac,245120,
2235,train-clean-100/6385/220959/6385-220959-0012.flac,254640,
16026,train-clean-100/7511/102419/7511-102419-0036.flac,217760,
1071,train-clean-100/322/124146/322-124146-0029.flac,259360,
8012,train-clean-100/40/222/40-222-0054.flac,240560,
25655,train-clean-100/27/124992/27-124992-0047.flac,103920,
7404,train-clean-100/2817/142380/2817-142380-0020.flac,242000,
7364,train-clean-100/7511/102420/7511-102420-0021.flac,242160,
4835,train-clean-100/8051/295385/8051-295385-0029.flac,248080,
28111,train-clean-100/911/128684/911-128684-0028.flac,44320,
3119,train-clean-100/4137/11702/4137-11702-0045.flac,252320,
3617,train-clean-100/7178/34644/7178-34644-0011.flac,251040,
26457,train-clean-100/730/359/730-359-0037.flac,83440,
21836,train-clean-100/7113/86041/7113-86041-0003.flac,180640,
4622,train-clean-100/3168/173564/3168-173564-0038.flac,248560,
12523,train-clean-100/7505/83618/7505-83618-0014.flac,229200,
16844,train-clean-100/60/121082/60-121082-0024.flac,214800,
16645,train-clean-100/226/131533/226-131533-0035.flac,215520,
16205,train-clean-100/1841/150351/1841-150351-0030.flac,217200,
15798,train-clean-100/8747/293952/8747-293952-0092.flac,218720,
11067,train-clean-100/150/126112/150-126112-0023.flac,233120,
22522,train-clean-100/2092/145706/2092-145706-0071.flac,171600,
10423,train-clean-100/1183/133256/1183-133256-0015.flac,234800,
18557,train-clean-100/4813/248641/4813-248641-0004.flac,206880,
13204,train-clean-100/8108/280354/8108-280354-0008.flac,227200,
11873,train-clean-100/2952/410/2952-410-0051.flac,231040,
5616,train-clean-100/412/126975/412-126975-0074.flac,246160,
27393,train-clean-100/2764/36619/2764-36619-0018.flac,61280,
23787,train-clean-100/87/121553/87-121553-0092.flac,147760,
7310,train-clean-100/5463/39173/5463-39173-0023.flac,242240,
2473,train-clean-100/1624/142933/1624-142933-0037.flac,254000,
5517,train-clean-100/5463/39174/5463-39174-0039.flac,246480,
2827,train-clean-100/8580/287364/8580-287364-0008.flac,253040,
12961,train-clean-100/2817/142371/2817-142371-0071.flac,227840,
19402,train-clean-100/3436/172162/3436-172162-0016.flac,202000,
191,train-clean-100/6836/76549/6836-76549-0006.flac,268480,
13523,train-clean-100/1263/139804/1263-139804-0029.flac,226320,
16427,train-clean-100/6367/74004/6367-74004-0019.flac,216400,
10235,train-clean-100/8238/274553/8238-274553-0000.flac,235200,
9891,train-clean-100/5322/7679/5322-7679-0022.flac,236080,
110,train-clean-100/6836/61803/6836-61803-0026.flac,270160,
18417,train-clean-100/2182/150130/2182-150130-0035.flac,207520,
12151,train-clean-100/1867/154075/1867-154075-0030.flac,230240,
27482,train-clean-100/3664/178366/3664-178366-0007.flac,59520,
15899,train-clean-100/3112/9554/3112-9554-0016.flac,218240,
3872,train-clean-100/7859/102518/7859-102518-0003.flac,250400,
12391,train-clean-100/8609/283227/8609-283227-0005.flac,229600,
7862,train-clean-100/8629/261139/8629-261139-0013.flac,240960,
9255,train-clean-100/3607/29116/3607-29116-0035.flac,237520,
7727,train-clean-100/374/180298/374-180298-0022.flac,241280,
28141,train-clean-100/5322/7678/5322-7678-0014.flac,43600,
8547,train-clean-100/7226/86965/7226-86965-0032.flac,239200,
22610,train-clean-100/6836/61803/6836-61803-0001.flac,170240,
20610,train-clean-100/87/121553/87-121553-0060.flac,193760,
7154,train-clean-100/1723/141149/1723-141149-0038.flac,242560,
7028,train-clean-100/2836/5354/2836-5354-0025.flac,242880,
15239,train-clean-100/32/21625/32-21625-0016.flac,220720,
27961,train-clean-100/2893/139310/2893-139310-0013.flac,47680,
7982,train-clean-100/118/121721/118-121721-0006.flac,240640,
24673,train-clean-100/5463/39173/5463-39173-0002.flac,128080,
18015,train-clean-100/909/131045/909-131045-0006.flac,209600,
22981,train-clean-100/405/130895/405-130895-0029.flac,163760,
25703,train-clean-100/125/121124/125-121124-0083.flac,102640,
27251,train-clean-100/163/122947/163-122947-0000.flac,64480,
5377,train-clean-100/3857/182317/3857-182317-0025.flac,246720,
25896,train-clean-100/6147/34607/6147-34607-0007.flac,98080,
16506,train-clean-100/5163/39921/5163-39921-0023.flac,216080,
13362,train-clean-100/2836/5355/2836-5355-0008.flac,226720,
14869,train-clean-100/1263/139804/1263-139804-0019.flac,222000,
1195,train-clean-100/5022/29405/5022-29405-0021.flac,258640,
28357,train-clean-100/3242/67168/3242-67168-0033.flac,37280,
15059,train-clean-100/2764/36619/2764-36619-0012.flac,221360,
11950,train-clean-100/4051/11218/4051-11218-0020.flac,230880,
26345,train-clean-100/1963/142776/1963-142776-0002.flac,86080,
19225,train-clean-100/2159/179157/2159-179157-0021.flac,203040,
17341,train-clean-100/5789/57158/5789-57158-0028.flac,212720,
21904,train-clean-100/19/227/19-227-0013.flac,179680,
26825,train-clean-100/3723/171115/3723-171115-0052.flac,74800,
27976,train-clean-100/1455/138263/1455-138263-0008.flac,47440,
4926,train-clean-100/4441/76250/4441-76250-0011.flac,247840,
26706,train-clean-100/8797/294123/8797-294123-0046.flac,77920,
14970,train-clean-100/5049/25947/5049-25947-0065.flac,221680,
5920,train-clean-100/5688/41232/5688-41232-0048.flac,245440,
11381,train-clean-100/1363/135842/1363-135842-0035.flac,232320,
20726,train-clean-100/1898/145724/1898-145724-0015.flac,192800,
1216,train-clean-100/4137/11701/4137-11701-0041.flac,258560,
14433,train-clean-100/1098/133695/1098-133695-0050.flac,223440,
25787,train-clean-100/4051/11217/4051-11217-0004.flac,100400,
6985,train-clean-100/7302/86815/7302-86815-0028.flac,242960,
7740,train-clean-100/1355/39947/1355-39947-0060.flac,241200,
25117,train-clean-100/5339/14133/5339-14133-0033.flac,117440,
5002,train-clean-100/4340/15220/4340-15220-0031.flac,247680,
20414,train-clean-100/2159/179154/2159-179154-0009.flac,195360,
12593,train-clean-100/5456/58161/5456-58161-0000.flac,228960,
19121,train-clean-100/125/121342/125-121342-0005.flac,203600,
2159,train-clean-100/8609/283227/8609-283227-0003.flac,254880,
20236,train-clean-100/2952/408/2952-408-0027.flac,196560,
27889,train-clean-100/2989/138035/2989-138035-0019.flac,49840,
19257,train-clean-100/669/129061/669-129061-0026.flac,202880,
1402,train-clean-100/3214/167607/3214-167607-0001.flac,257520,
4211,train-clean-100/5514/19192/5514-19192-0033.flac,249680,
11244,train-clean-100/7113/86041/7113-86041-0088.flac,232720,
21355,train-clean-100/6415/100596/6415-100596-0016.flac,186560,
25910,train-clean-100/1116/137572/1116-137572-0036.flac,97600,
16314,train-clean-100/1737/148989/1737-148989-0014.flac,216879,
1957,train-clean-100/3983/5331/3983-5331-0012.flac,255520,
14900,train-clean-100/4898/20016/4898-20016-0038.flac,221920,
25089,train-clean-100/307/127539/307-127539-0000.flac,118000,
6493,train-clean-100/6209/34599/6209-34599-0019.flac,244160,
25484,train-clean-100/1970/10594/1970-10594-0027.flac,108560,
3720,train-clean-100/6415/111615/6415-111615-0030.flac,250800,
24951,train-clean-100/2911/15045/2911-15045-0021.flac,121280,
4831,train-clean-100/8226/274369/8226-274369-0051.flac,248080,
18570,train-clean-100/118/47824/118-47824-0053.flac,206800,
5543,train-clean-100/7794/295947/7794-295947-0035.flac,246400,
21631,train-clean-100/5104/33407/5104-33407-0036.flac,183360,
19268,train-clean-100/3857/182315/3857-182315-0036.flac,202800,
26689,train-clean-100/8088/284756/8088-284756-0080.flac,78240,
23234,train-clean-100/60/121082/60-121082-0018.flac,158640,
14857,train-clean-100/2764/36616/2764-36616-0033.flac,222000,
1413,train-clean-100/6563/63821/6563-63821-0027.flac,257440,
13756,train-clean-100/1235/135884/1235-135884-0035.flac,225600,
1270,train-clean-100/4481/17498/4481-17498-0020.flac,258240,
2860,train-clean-100/4788/91208/4788-91208-0030.flac,252960,
14835,train-clean-100/730/358/730-358-0036.flac,222080,
17579,train-clean-100/7511/102420/7511-102420-0013.flac,211760,
16345,train-clean-100/200/124139/200-124139-0005.flac,216720,
21176,train-clean-100/1040/133433/1040-133433-0039.flac,188320,
5329,train-clean-100/4788/94904/4788-94904-0016.flac,246880,
4774,train-clean-100/1578/140049/1578-140049-0029.flac,248240,
15944,train-clean-100/7113/86041/7113-86041-0081.flac,218080,
14519,train-clean-100/211/122442/211-122442-0063.flac,223120,
24143,train-clean-100/6476/57446/6476-57446-0051.flac,140000,
478,train-clean-100/4088/158077/4088-158077-0019.flac,264480,
17639,train-clean-100/4853/27671/4853-27671-0000.flac,211360,
25114,train-clean-100/211/122442/211-122442-0006.flac,117520,
22784,train-clean-100/4340/15220/4340-15220-0095.flac,167200,
6316,train-clean-100/1841/179183/1841-179183-0015.flac,244560,
6445,train-clean-100/83/11691/83-11691-0016.flac,244240,
26517,train-clean-100/481/123720/481-123720-0042.flac,81920,
3144,train-clean-100/8095/274348/8095-274348-0001.flac,252240,
703,train-clean-100/226/131532/226-131532-0030.flac,262160,
16175,train-clean-100/248/130644/248-130644-0003.flac,217280,
18480,train-clean-100/6529/62554/6529-62554-0034.flac,207200,
5767,train-clean-100/5163/39921/5163-39921-0003.flac,245840,
26902,train-clean-100/118/47824/118-47824-0013.flac,73120,
23020,train-clean-100/7312/92432/7312-92432-0023.flac,163120,
18131,train-clean-100/6019/3185/6019-3185-0020.flac,208961,
15395,train-clean-100/4898/20016/4898-20016-0005.flac,220160,
24561,train-clean-100/1183/128659/1183-128659-0008.flac,130800,
26351,train-clean-100/6836/61804/6836-61804-0019.flac,85840,
27914,train-clean-100/7148/7763/7148-7763-0019.flac,49120,
92,train-clean-100/4267/72637/4267-72637-0021.flac,270720,
4018,train-clean-100/1069/133699/1069-133699-0000.flac,250080,
1347,train-clean-100/3699/47246/3699-47246-0011.flac,257840,
21831,train-clean-100/7178/34644/7178-34644-0039.flac,180800,
3328,train-clean-100/8014/112586/8014-112586-0004.flac,251760,
9121,train-clean-100/8975/270782/8975-270782-0077.flac,237840,
11262,train-clean-100/1455/138263/1455-138263-0021.flac,232640,
25363,train-clean-100/125/121342/125-121342-0030.flac,111440,
18451,train-clean-100/4160/11550/4160-11550-0014.flac,207360,
2082,train-clean-100/5750/100289/5750-100289-0087.flac,255120,
1272,train-clean-100/3112/9555/3112-9555-0034.flac,258240,
18547,train-clean-100/8975/270782/8975-270782-0111.flac,206880,
28086,train-clean-100/1034/121119/1034-121119-0035.flac,44960,
19843,train-clean-100/6147/34606/6147-34606-0017.flac,199440,
10238,train-clean-100/7635/105661/7635-105661-0012.flac,235200,
8056,train-clean-100/3440/171006/3440-171006-0010.flac,240480,
20832,train-clean-100/2817/142380/2817-142380-0004.flac,191840,
20029,train-clean-100/4160/14187/4160-14187-0027.flac,198000,
25556,train-clean-100/3807/4923/3807-4923-0014.flac,106880,
484,train-clean-100/1723/141149/1723-141149-0064.flac,264480,
1106,train-clean-100/118/47824/118-47824-0066.flac,259120,
3180,train-clean-100/39/121916/39-121916-0002.flac,252160,
19069,train-clean-100/5808/48608/5808-48608-0044.flac,203920,
18153,train-clean-100/8324/286682/8324-286682-0041.flac,208880,
8315,train-clean-100/6064/56168/6064-56168-0008.flac,239840,
10292,train-clean-100/8051/118101/8051-118101-0001.flac,235120,
9109,train-clean-100/1069/133709/1069-133709-0002.flac,237840,
7618,train-clean-100/7278/91083/7278-91083-0037.flac,241520,
24424,train-clean-100/696/93314/696-93314-0067.flac,133760,
12081,train-clean-100/3879/174923/3879-174923-0058.flac,230480,
1460,train-clean-100/6209/34599/6209-34599-0021.flac,257200,
10679,train-clean-100/8098/278252/8098-278252-0003.flac,234160,
1995,train-clean-100/7402/90848/7402-90848-0029.flac,255440,
26254,train-clean-100/3526/176653/3526-176653-0015.flac,88400,
19570,train-clean-100/6531/61334/6531-61334-0096.flac,201120,
10500,train-clean-100/7800/283493/7800-283493-0005.flac,234560,
1132,train-clean-100/839/130898/839-130898-0076.flac,259040,
8411,train-clean-100/2893/139322/2893-139322-0007.flac,239521,
6338,train-clean-100/2384/152900/2384-152900-0086.flac,244480,
19147,train-clean-100/83/11691/83-11691-0004.flac,203440,
5947,train-clean-100/587/41619/587-41619-0025.flac,245360,
60,train-clean-100/7800/283492/7800-283492-0034.flac,271520,
28148,train-clean-100/4014/186175/4014-186175-0017.flac,43440,
1938,train-clean-100/625/132112/625-132112-0012.flac,255600,
12639,train-clean-100/3214/167602/3214-167602-0008.flac,228880,
53,train-clean-100/8609/283227/8609-283227-0064.flac,271840,
6744,train-clean-100/5049/25947/5049-25947-0059.flac,243520,
1870,train-clean-100/2196/170379/2196-170379-0004.flac,255760,
23991,train-clean-100/2007/132570/2007-132570-0023.flac,143360,
8387,train-clean-100/6272/70171/6272-70171-0002.flac,239679,
20390,train-clean-100/2007/132570/2007-132570-0033.flac,195440,
17969,train-clean-100/302/123516/302-123516-0011.flac,209760,
435,train-clean-100/4214/7146/4214-7146-0064.flac,265040,
13411,train-clean-100/6476/57446/6476-57446-0012.flac,226639,
17779,train-clean-100/4088/158077/4088-158077-0026.flac,210720,
22431,train-clean-100/8123/275193/8123-275193-0012.flac,172800,
4406,train-clean-100/322/124146/322-124146-0003.flac,249120,
5242,train-clean-100/8630/305212/8630-305212-0029.flac,247120,
9396,train-clean-100/5808/54425/5808-54425-0027.flac,237200,
12988,train-clean-100/1246/124550/1246-124550-0025.flac,227760,
6946,train-clean-100/1235/135884/1235-135884-0037.flac,243040,
22232,train-clean-100/8098/278252/8098-278252-0035.flac,175520,
15689,train-clean-100/2092/145706/2092-145706-0072.flac,219120,
22377,train-clean-100/8063/274117/8063-274117-0029.flac,173600,
15225,train-clean-100/374/180298/374-180298-0050.flac,220720,
25493,train-clean-100/254/12312/254-12312-0005.flac,108240,
7825,train-clean-100/412/126975/412-126975-0064.flac,241040,
14513,train-clean-100/19/198/19-198-0027.flac,223200,
17974,train-clean-100/2136/5147/2136-5147-0032.flac,209760,
1201,train-clean-100/150/126107/150-126107-0026.flac,258561,
19696,train-clean-100/1455/134435/1455-134435-0027.flac,200320,
11517,train-clean-100/4051/11217/4051-11217-0029.flac,231920,
24779,train-clean-100/2843/152918/2843-152918-0040.flac,125520,
25603,train-clean-100/1841/150351/1841-150351-0006.flac,105440,
1593,train-clean-100/1235/135887/1235-135887-0025.flac,256720,
9892,train-clean-100/2436/2476/2436-2476-0040.flac,236080,
625,train-clean-100/7367/86737/7367-86737-0065.flac,262880,
4855,train-clean-100/441/130108/441-130108-0008.flac,248000,
27049,train-clean-100/6081/41997/6081-41997-0017.flac,69680,
13603,train-clean-100/5163/18515/5163-18515-0001.flac,226000,
27532,train-clean-100/4018/107338/4018-107338-0002.flac,58400,
8917,train-clean-100/2910/131096/2910-131096-0087.flac,238320,
12053,train-clean-100/3807/4923/3807-4923-0004.flac,230560,
24301,train-clean-100/831/130739/831-130739-0025.flac,136800,
160,train-clean-100/460/172359/460-172359-0029.flac,268960,
9341,train-clean-100/2843/152918/2843-152918-0037.flac,237280,
3033,train-clean-100/3607/29116/3607-29116-0000.flac,252560,
