,file_path,length,label
40,train-clean-360/101/126859/101-126859-0022.flac,270320,
41,train-clean-360/1629/139707/1629-139707-0024.flac,270240,
42,train-clean-360/1382/130492/1382-130492-0007.flac,270080,
43,train-clean-360/122/129752/122-129752-0022.flac,270000,
44,train-clean-360/1446/122614/1446-122614-0051.flac,270000,
45,train-clean-360/1535/141644/1535-141644-0030.flac,269840,
46,train-clean-360/112/121671/112-121671-0019.flac,269840,
47,train-clean-360/1271/128145/1271-128145-0008.flac,269840,
48,train-clean-360/1160/139727/1160-139727-0014.flac,269760,
49,train-clean-360/1058/131113/1058-131113-0047.flac,269760,
50,train-clean-360/1498/140041/1498-140041-0027.flac,269680,
51,train-clean-360/1323/138617/1323-138617-0002.flac,269600,
52,train-clean-360/1422/146123/1422-146123-0013.flac,269520,
53,train-clean-360/1603/140931/1603-140931-0044.flac,269520,
54,train-clean-360/1160/139336/1160-139336-0038.flac,269440,
55,train-clean-360/1316/132782/1316-132782-0051.flac,269360,
56,train-clean-360/1382/130516/1382-130516-0018.flac,269360,
57,train-clean-360/1165/135220/1165-135220-0002.flac,269280,
58,train-clean-360/1401/174511/1401-174511-0006.flac,269280,
59,train-clean-360/1678/142279/1678-142279-0010.flac,269200,
60,train-clean-360/112/121671/112-121671-0025.flac,269200,
61,train-clean-360/101/126860/101-126860-0029.flac,269120,
62,train-clean-360/1343/158796/1343-158796-0003.flac,269040,
63,train-clean-360/126/122467/126-122467-0037.flac,269040,
64,train-clean-360/1348/135826/1348-135826-0021.flac,269040,
65,train-clean-360/166/352/166-352-0006.flac,269040,
66,train-clean-360/1212/75242/1212-75242-0016.flac,269040,
67,train-clean-360/1283/129808/1283-129808-0031.flac,268960,
68,train-clean-360/1556/143307/1556-143307-0016.flac,268880,
69,train-clean-360/1487/133273/1487-133273-0031.flac,268880,
70,train-clean-360/1012/133424/1012-133424-0094.flac,268880,
71,train-clean-360/1422/149735/1422-149735-0017.flac,268800,
72,train-clean-360/1311/134170/1311-134170-0026.flac,268800,
73,train-clean-360/1322/137589/1322-137589-0000.flac,268560,
74,train-clean-360/122/121729/122-121729-0023.flac,268320,
75,train-clean-360/154/293987/154-293987-0002.flac,268320,
76,train-clean-360/1487/133273/1487-133273-0004.flac,268320,
77,train-clean-360/1336/138113/1336-138113-0052.flac,268240,
78,train-clean-360/159/135897/159-135897-0052.flac,268240,
79,train-clean-360/1018/135221/1018-135221-0002.flac,268160,
80,train-clean-360/1422/149735/1422-149735-0000.flac,268080,
81,train-clean-360/1175/126220/1175-126220-0036.flac,268080,
82,train-clean-360/101/126860/101-126860-0027.flac,268080,
83,train-clean-360/1383/130489/1383-130489-0031.flac,268000,
84,train-clean-360/1182/134981/1182-134981-0026.flac,268000,
85,train-clean-360/1336/138113/1336-138113-0003.flac,267920,
86,train-clean-360/1165/135216/1165-135216-0033.flac,267920,
87,train-clean-360/1289/288044/1289-288044-0047.flac,267920,
88,train-clean-360/1422/149735/1422-149735-0035.flac,267840,
89,train-clean-360/1460/138290/1460-138290-0029.flac,267760,
90,train-clean-360/1348/135832/1348-135832-0004.flac,267760,
91,train-clean-360/1678/142279/1678-142279-0004.flac,267680,
92,train-clean-360/1121/135824/1121-135824-0019.flac,267600,
93,train-clean-360/126/125084/126-125084-0016.flac,267520,
94,train-clean-360/1348/135826/1348-135826-0050.flac,267440,
95,train-clean-360/1463/134465/1463-134465-0047.flac,267440,
96,train-clean-360/1289/288043/1289-288043-0032.flac,267440,
97,train-clean-360/1061/146197/1061-146197-0002.flac,267440,
98,train-clean-360/1050/134120/1050-134120-0040.flac,267280,
99,train-clean-360/1383/130489/1383-130489-0017.flac,267120,
100,train-clean-360/1417/1536/1417-1536-0009.flac,267120,
101,train-clean-360/1046/133224/1046-133224-0003.flac,267120,
102,train-clean-360/1425/139291/1425-139291-0006.flac,266960,
103,train-clean-360/1487/133273/1487-133273-0057.flac,266960,
104,train-clean-360/14/212/14-212-0039.flac,266880,
105,train-clean-360/1392/135659/1392-135659-0020.flac,266880,
106,train-clean-360/1401/174511/1401-174511-0037.flac,266800,
107,train-clean-360/1639/132848/1639-132848-0001.flac,266800,
108,train-clean-360/1259/27120/1259-27120-0000.flac,266800,
109,train-clean-360/1100/135264/1100-135264-0029.flac,266720,
110,train-clean-360/1031/133220/1031-133220-0050.flac,266640,
111,train-clean-360/126/122467/126-122467-0078.flac,266640,
112,train-clean-360/1222/141174/1222-141174-0007.flac,266560,
113,train-clean-360/1050/134120/1050-134120-0025.flac,266480,
114,train-clean-360/1027/125140/1027-125140-0044.flac,266480,
115,train-clean-360/1463/134463/1463-134463-0005.flac,266400,
116,train-clean-360/1641/130505/1641-130505-0018.flac,266400,
117,train-clean-360/1241/121106/1241-121106-0039.flac,266400,
118,train-clean-360/1316/132800/1316-132800-0038.flac,266400,
119,train-clean-360/122/129752/122-129752-0028.flac,266320,
120,train-clean-360/1463/134463/1463-134463-0042.flac,266240,
121,train-clean-360/1323/138548/1323-138548-0040.flac,266240,
122,train-clean-360/1556/143307/1556-143307-0082.flac,266160,
123,train-clean-360/159/135897/159-135897-0010.flac,266080,
124,train-clean-360/1283/136983/1283-136983-0005.flac,266080,
125,train-clean-360/1425/139290/1425-139290-0036.flac,265920,
126,train-clean-360/1025/75365/1025-75365-0023.flac,265840,
127,train-clean-360/1121/176698/1121-176698-0021.flac,265760,
128,train-clean-360/1289/288044/1289-288044-0022.flac,265680,
129,train-clean-360/1224/121064/1224-121064-0097.flac,265680,
130,train-clean-360/1498/140040/1498-140040-0008.flac,265680,
131,train-clean-360/1678/142279/1678-142279-0035.flac,265600,
132,train-clean-360/1121/135824/1121-135824-0003.flac,265600,
133,train-clean-360/1498/140040/1498-140040-0032.flac,265520,
134,train-clean-360/1387/130989/1387-130989-0020.flac,265520,
135,train-clean-360/159/135897/159-135897-0023.flac,265520,
136,train-clean-360/1425/139290/1425-139290-0005.flac,265520,
137,train-clean-360/1160/139336/1160-139336-0021.flac,265520,
138,train-clean-360/1668/136271/1668-136271-0016.flac,265440,
139,train-clean-360/1222/141174/1222-141174-0017.flac,265440,
140,train-clean-360/1336/138115/1336-138115-0025.flac,265440,
141,train-clean-360/1446/122614/1446-122614-0097.flac,265440,
142,train-clean-360/1259/27120/1259-27120-0011.flac,265440,
143,train-clean-360/1336/138113/1336-138113-0057.flac,265360,
144,train-clean-360/1473/135657/1473-135657-0064.flac,265360,
145,train-clean-360/1316/132782/1316-132782-0042.flac,265280,
146,train-clean-360/1100/124547/1100-124547-0018.flac,265120,
147,train-clean-360/166/352/166-352-0020.flac,265120,
148,train-clean-360/1100/135264/1100-135264-0041.flac,265120,
149,train-clean-360/1226/141268/1226-141268-0003.flac,265120,
150,train-clean-360/1012/133424/1012-133424-0057.flac,265040,
151,train-clean-360/1182/133396/1182-133396-0034.flac,264960,
152,train-clean-360/1678/142279/1678-142279-0034.flac,264960,
153,train-clean-360/1271/133279/1271-133279-0006.flac,264880,
154,train-clean-360/1607/149245/1607-149245-0017.flac,264880,
155,train-clean-360/1349/135891/1349-135891-0028.flac,264880,
156,train-clean-360/1460/138290/1460-138290-0006.flac,264880,
157,train-clean-360/1212/75242/1212-75242-0000.flac,264880,
158,train-clean-360/1337/10674/1337-10674-0033.flac,264800,
159,train-clean-360/1018/133447/1018-133447-0010.flac,264800,
160,train-clean-360/1649/5776/1649-5776-0024.flac,264720,
161,train-clean-360/1634/141571/1634-141571-0043.flac,264720,
162,train-clean-360/1535/141644/1535-141644-0044.flac,264720,
163,train-clean-360/1513/140221/1513-140221-0002.flac,264720,
164,train-clean-360/1473/135657/1473-135657-0025.flac,264640,
165,train-clean-360/1607/149245/1607-149245-0039.flac,264640,
166,train-clean-360/159/121902/159-121902-0018.flac,264640,
167,train-clean-360/1343/158796/1343-158796-0011.flac,264640,
168,train-clean-360/126/125084/126-125084-0021.flac,264640,
169,train-clean-360/1226/141268/1226-141268-0043.flac,264560,
170,train-clean-360/1212/14653/1212-14653-0000.flac,264560,
171,train-clean-360/1603/139324/1603-139324-0019.flac,264480,
172,train-clean-360/1054/143005/1054-143005-0045.flac,264480,
173,train-clean-360/1066/4479/1066-4479-0017.flac,264480,
174,train-clean-360/1634/141571/1634-141571-0019.flac,264400,
175,train-clean-360/1387/130989/1387-130989-0001.flac,264320,
176,train-clean-360/1639/132848/1639-132848-0005.flac,264320,
177,train-clean-360/1160/139717/1160-139717-0004.flac,264320,
178,train-clean-360/1316/132800/1316-132800-0016.flac,264320,
179,train-clean-360/1336/138113/1336-138113-0007.flac,264320,
180,train-clean-360/1031/133220/1031-133220-0058.flac,264240,
181,train-clean-360/1012/133424/1012-133424-0045.flac,264240,
182,train-clean-360/1052/139307/1052-139307-0027.flac,264240,
183,train-clean-360/122/121730/122-121730-0019.flac,264160,
184,train-clean-360/126/122467/126-122467-0071.flac,264160,
185,train-clean-360/1603/139325/1603-139325-0015.flac,264080,
186,train-clean-360/1112/128138/1112-128138-0000.flac,264080,
187,train-clean-360/1336/138113/1336-138113-0046.flac,264000,
188,train-clean-360/159/135897/159-135897-0044.flac,264000,
189,train-clean-360/1336/138113/1336-138113-0000.flac,263920,
190,train-clean-360/100/122655/100-122655-0013.flac,263840,
191,train-clean-360/1382/130492/1382-130492-0013.flac,263840,
192,train-clean-360/1050/134121/1050-134121-0014.flac,263760,
193,train-clean-360/1182/133396/1182-133396-0013.flac,263760,
194,train-clean-360/1112/1043/1112-1043-0000.flac,263760,
195,train-clean-360/1296/134434/1296-134434-0025.flac,263680,
196,train-clean-360/1001/134708/1001-134708-0002.flac,263680,
197,train-clean-360/1175/126220/1175-126220-0009.flac,263680,
198,train-clean-360/1264/129805/1264-129805-0043.flac,263600,
199,train-clean-360/1460/138289/1460-138289-0038.flac,263600,
200,train-clean-360/122/121729/122-121729-0025.flac,263600,
201,train-clean-360/1473/135657/1473-135657-0015.flac,263520,
202,train-clean-360/1348/135826/1348-135826-0016.flac,263520,
203,train-clean-360/1027/125147/1027-125147-0022.flac,263520,
204,train-clean-360/1348/135832/1348-135832-0012.flac,263440,
205,train-clean-360/1422/146123/1422-146123-0023.flac,263440,
206,train-clean-360/1556/143307/1556-143307-0013.flac,263440,
207,train-clean-360/1323/138617/1323-138617-0005.flac,263439,
208,train-clean-360/1175/126220/1175-126220-0052.flac,263360,
209,train-clean-360/1311/134176/1311-134176-0018.flac,263360,
210,train-clean-360/1668/136271/1668-136271-0025.flac,263280,
211,train-clean-360/1379/130530/1379-130530-0000.flac,263200,
212,train-clean-360/1448/135894/1448-135894-0027.flac,263120,
213,train-clean-360/1425/139297/1425-139297-0007.flac,263120,
214,train-clean-360/1413/121799/1413-121799-0024.flac,263120,
215,train-clean-360/1336/138113/1336-138113-0059.flac,263040,
216,train-clean-360/1066/4479/1066-4479-0012.flac,263040,
217,train-clean-360/1678/142279/1678-142279-0030.flac,263040,
218,train-clean-360/1348/135826/1348-135826-0028.flac,262960,
219,train-clean-360/154/124003/154-124003-0004.flac,262960,
220,train-clean-360/1536/137608/1536-137608-0041.flac,262960,
221,train-clean-360/1482/140071/1482-140071-0015.flac,262960,
222,train-clean-360/1289/288044/1289-288044-0055.flac,262960,
223,train-clean-360/166/122789/166-122789-0045.flac,262880,
224,train-clean-360/1025/75365/1025-75365-0018.flac,262800,
225,train-clean-360/1343/158781/1343-158781-0026.flac,262800,
226,train-clean-360/1241/137614/1241-137614-0041.flac,262800,
227,train-clean-360/1571/141320/1571-141320-0006.flac,262720,
228,train-clean-360/1322/137589/1322-137589-0039.flac,262720,
229,train-clean-360/1487/133273/1487-133273-0075.flac,262720,
230,train-clean-360/1058/131113/1058-131113-0079.flac,262640,
231,train-clean-360/1093/132891/1093-132891-0046.flac,262640,
232,train-clean-360/112/123216/112-123216-0003.flac,262640,
233,train-clean-360/1629/139707/1629-139707-0038.flac,262560,
234,train-clean-360/114/129324/114-129324-0028.flac,262560,
235,train-clean-360/1289/288043/1289-288043-0026.flac,262480,
236,train-clean-360/101/126860/101-126860-0014.flac,262400,
237,train-clean-360/1160/139336/1160-139336-0024.flac,262400,
238,train-clean-360/1603/139325/1603-139325-0013.flac,262400,
239,train-clean-360/1222/133834/1222-133834-0030.flac,262400,
240,train-clean-360/1226/141268/1226-141268-0039.flac,262400,
241,train-clean-360/1322/137589/1322-137589-0012.flac,262400,
242,train-clean-360/1513/140222/1513-140222-0025.flac,262400,
243,train-clean-360/1425/139291/1425-139291-0034.flac,262320,
244,train-clean-360/1165/135216/1165-135216-0011.flac,262320,
245,train-clean-360/1224/121064/1224-121064-0056.flac,262320,
246,train-clean-360/1473/135657/1473-135657-0099.flac,262320,
247,train-clean-360/1473/135657/1473-135657-0093.flac,262320,
248,train-clean-360/1222/133834/1222-133834-0015.flac,262240,
249,train-clean-360/1379/130486/1379-130486-0022.flac,262240,
250,train-clean-360/1487/133273/1487-133273-0013.flac,262160,
251,train-clean-360/1387/130989/1387-130989-0000.flac,262160,
252,train-clean-360/1241/121103/1241-121103-0011.flac,262160,
253,train-clean-360/1413/121799/1413-121799-0115.flac,262080,
254,train-clean-360/16/122828/16-122828-0032.flac,262080,
255,train-clean-360/1343/158781/1343-158781-0029.flac,262000,
256,train-clean-360/1456/139733/1456-139733-0013.flac,262000,
257,train-clean-360/1031/133220/1031-133220-0075.flac,262000,
258,train-clean-360/1446/122614/1446-122614-0103.flac,262000,
259,train-clean-360/1509/143477/1509-143477-0015.flac,262000,
260,train-clean-360/1472/285314/1472-285314-0016.flac,262000,
261,train-clean-360/1121/132777/1121-132777-0000.flac,262000,
262,train-clean-360/1259/72927/1259-72927-0004.flac,262000,
263,train-clean-360/1509/145699/1509-145699-0008.flac,262000,
264,train-clean-360/1050/134119/1050-134119-0022.flac,261920,
265,train-clean-360/101/126859/101-126859-0025.flac,261920,
266,train-clean-360/1323/138617/1323-138617-0032.flac,261920,
267,train-clean-360/122/121734/122-121734-0016.flac,261920,
268,train-clean-360/1066/5330/1066-5330-0004.flac,261920,
269,train-clean-360/1316/132782/1316-132782-0014.flac,261920,
270,train-clean-360/1182/134981/1182-134981-0028.flac,261840,
271,train-clean-360/114/129317/114-129317-0007.flac,261840,
272,train-clean-360/1060/134451/1060-134451-0002.flac,261840,
273,train-clean-360/1296/134434/1296-134434-0027.flac,261840,
274,train-clean-360/1050/134121/1050-134121-0023.flac,261840,
275,train-clean-360/1283/136983/1283-136983-0044.flac,261840,
276,train-clean-360/1473/135657/1473-135657-0028.flac,261760,
277,train-clean-360/1343/139681/1343-139681-0026.flac,261680,
278,train-clean-360/1417/1532/1417-1532-0031.flac,261680,
279,train-clean-360/1265/135635/1265-135635-0063.flac,261680,
280,train-clean-360/1448/135894/1448-135894-0110.flac,261680,
281,train-clean-360/101/126859/101-126859-0024.flac,261680,
282,train-clean-360/1607/149245/1607-149245-0030.flac,261680,
283,train-clean-360/1413/121799/1413-121799-0093.flac,261600,
284,train-clean-360/1446/122614/1446-122614-0066.flac,261600,
285,train-clean-360/1054/143005/1054-143005-0032.flac,261600,
286,train-clean-360/1556/143307/1556-143307-0018.flac,261600,
287,train-clean-360/1401/146770/1401-146770-0017.flac,261600,
288,train-clean-360/1343/158796/1343-158796-0032.flac,261520,
289,train-clean-360/1401/14358/1401-14358-0001.flac,261520,
290,train-clean-360/14/208/14-208-0031.flac,261520,
291,train-clean-360/1571/138486/1571-138486-0036.flac,261520,
292,train-clean-360/1100/135264/1100-135264-0016.flac,261520,
293,train-clean-360/1446/122614/1446-122614-0037.flac,261520,
294,train-clean-360/1513/140221/1513-140221-0001.flac,261440,
295,train-clean-360/1290/135762/1290-135762-0018.flac,261440,
296,train-clean-360/154/123998/154-123998-0024.flac,261440,
297,train-clean-360/1422/149735/1422-149735-0037.flac,261440,
298,train-clean-360/1165/135220/1165-135220-0036.flac,261440,
299,train-clean-360/14/208/14-208-0011.flac,261440,
300,train-clean-360/112/121727/112-121727-0019.flac,261360,
301,train-clean-360/1079/128636/1079-128636-0010.flac,261360,
302,train-clean-360/1387/130989/1387-130989-0038.flac,261360,
303,train-clean-360/1668/136280/1668-136280-0019.flac,261360,
304,train-clean-360/1487/133273/1487-133273-0068.flac,261360,
305,train-clean-360/1482/140071/1482-140071-0030.flac,261360,
306,train-clean-360/166/352/166-352-0012.flac,261280,
307,train-clean-360/1259/27120/1259-27120-0012.flac,261280,
308,train-clean-360/1212/185485/1212-185485-0002.flac,261280,
309,train-clean-360/1343/139681/1343-139681-0029.flac,261200,
310,train-clean-360/1422/146123/1422-146123-0001.flac,261200,
311,train-clean-360/1018/133447/1018-133447-0003.flac,261200,
312,train-clean-360/1112/1043/1112-1043-0023.flac,261200,
313,train-clean-360/1160/139336/1160-139336-0020.flac,261200,
314,train-clean-360/1058/131113/1058-131113-0084.flac,261200,
315,train-clean-360/1046/133224/1046-133224-0049.flac,261200,
316,train-clean-360/1079/128632/1079-128632-0043.flac,261121,
317,train-clean-360/1448/135894/1448-135894-0060.flac,261120,
318,train-clean-360/1603/140931/1603-140931-0018.flac,261120,
319,train-clean-360/16/122828/16-122828-0057.flac,261040,
320,train-clean-360/1446/122614/1446-122614-0031.flac,261040,
321,train-clean-360/1296/138074/1296-138074-0037.flac,260960,
322,train-clean-360/1472/139797/1472-139797-0039.flac,260960,
323,train-clean-360/1061/152224/1061-152224-0006.flac,260880,
324,train-clean-360/1175/126221/1175-126221-0044.flac,260800,
325,train-clean-360/1365/134804/1365-134804-0034.flac,260800,
326,train-clean-360/1392/135654/1392-135654-0016.flac,260800,
327,train-clean-360/1025/75365/1025-75365-0012.flac,260800,
328,train-clean-360/16/122827/16-122827-0016.flac,260800,
329,train-clean-360/1607/150715/1607-150715-0043.flac,260720,
330,train-clean-360/1054/143005/1054-143005-0005.flac,260720,
331,train-clean-360/1226/141279/1226-141279-0018.flac,260720,
332,train-clean-360/1387/134991/1387-134991-0034.flac,260640,
333,train-clean-360/1641/130503/1641-130503-0000.flac,260640,
334,train-clean-360/1649/150127/1649-150127-0028.flac,260640,
335,train-clean-360/1259/137770/1259-137770-0038.flac,260640,
336,train-clean-360/1556/143307/1556-143307-0043.flac,260560,
337,train-clean-360/1313/135020/1313-135020-0012.flac,260560,
338,train-clean-360/1498/140041/1498-140041-0012.flac,260560,
339,train-clean-360/101/126860/101-126860-0016.flac,260560,
340,train-clean-360/1212/185485/1212-185485-0019.flac,260560,
341,train-clean-360/114/129317/114-129317-0035.flac,260560,
342,train-clean-360/1509/145699/1509-145699-0018.flac,260560,
343,train-clean-360/1061/152224/1061-152224-0029.flac,260480,
344,train-clean-360/100/122655/100-122655-0014.flac,260480,
345,train-clean-360/1027/125140/1027-125140-0052.flac,260480,
346,train-clean-360/1259/27120/1259-27120-0032.flac,260480,
347,train-clean-360/1182/134981/1182-134981-0005.flac,260480,
348,train-clean-360/1335/160602/1335-160602-0013.flac,260480,
349,train-clean-360/1283/129808/1283-129808-0025.flac,260400,
350,train-clean-360/1513/140222/1513-140222-0059.flac,260400,
351,train-clean-360/1296/138074/1296-138074-0023.flac,260400,
352,train-clean-360/1387/130993/1387-130993-0020.flac,260400,
353,train-clean-360/1296/134434/1296-134434-0008.flac,260400,
354,train-clean-360/1446/122614/1446-122614-0062.flac,260320,
355,train-clean-360/1289/288043/1289-288043-0014.flac,260320,
356,train-clean-360/1001/134707/1001-134707-0033.flac,260320,
357,train-clean-360/1535/141642/1535-141642-0040.flac,260240,
358,train-clean-360/154/123998/154-123998-0025.flac,260240,
359,train-clean-360/1061/152224/1061-152224-0028.flac,260240,
360,train-clean-360/1390/130495/1390-130495-0006.flac,260240,
361,train-clean-360/1061/142358/1061-142358-0032.flac,260240,
362,train-clean-360/1487/133273/1487-133273-0109.flac,260160,
363,train-clean-360/1556/143307/1556-143307-0031.flac,260160,
364,train-clean-360/1112/128138/1112-128138-0031.flac,260160,
365,train-clean-360/1175/126221/1175-126221-0012.flac,260080,
366,train-clean-360/114/129324/114-129324-0006.flac,260080,
367,train-clean-360/1487/133273/1487-133273-0060.flac,260080,
368,train-clean-360/1482/140067/1482-140067-0024.flac,260000,
369,train-clean-360/1323/149236/1323-149236-0016.flac,260000,
370,train-clean-360/1649/5776/1649-5776-0025.flac,259920,
371,train-clean-360/1058/133263/1058-133263-0012.flac,259920,
372,train-clean-360/1382/130492/1382-130492-0010.flac,259920,
373,train-clean-360/1348/135832/1348-135832-0047.flac,259840,
374,train-clean-360/1195/135814/1195-135814-0020.flac,259840,
375,train-clean-360/1336/138113/1336-138113-0020.flac,259840,
376,train-clean-360/1509/143477/1509-143477-0012.flac,259840,
377,train-clean-360/1547/130184/1547-130184-0062.flac,259840,
378,train-clean-360/100/121674/100-121674-0017.flac,259840,
379,train-clean-360/126/122467/126-122467-0082.flac,259840,
380,train-clean-360/14/212/14-212-0016.flac,259840,
381,train-clean-360/1031/133220/1031-133220-0047.flac,259840,
382,train-clean-360/1337/156963/1337-156963-0015.flac,259840,
383,train-clean-360/1031/133220/1031-133220-0025.flac,259840,
384,train-clean-360/1226/141268/1226-141268-0011.flac,259760,
385,train-clean-360/1448/135894/1448-135894-0098.flac,259760,
386,train-clean-360/1487/133273/1487-133273-0043.flac,259760,
387,train-clean-360/1012/133424/1012-133424-0041.flac,259760,
388,train-clean-360/1473/135657/1473-135657-0060.flac,259760,
389,train-clean-360/1264/135033/1264-135033-0012.flac,259760,
390,train-clean-360/1456/136846/1456-136846-0007.flac,259760,
391,train-clean-360/1112/1043/1112-1043-0007.flac,259759,
392,train-clean-360/1311/134170/1311-134170-0035.flac,259680,
393,train-clean-360/1061/146197/1061-146197-0001.flac,259680,
394,train-clean-360/1509/143477/1509-143477-0021.flac,259680,
395,train-clean-360/1241/121106/1241-121106-0032.flac,259680,
396,train-clean-360/1487/133273/1487-133273-0042.flac,259680,
397,train-clean-360/126/125084/126-125084-0028.flac,259680,
398,train-clean-360/1668/136280/1668-136280-0007.flac,259680,
399,train-clean-360/1060/134451/1060-134451-0036.flac,259600,
400,train-clean-360/1390/130493/1390-130493-0024.flac,259600,
401,train-clean-360/1390/130493/1390-130493-0016.flac,259600,
402,train-clean-360/1463/134465/1463-134465-0014.flac,259600,
403,train-clean-360/119/129514/119-129514-0020.flac,259600,
404,train-clean-360/1536/141791/1536-141791-0011.flac,259600,
405,train-clean-360/1348/135826/1348-135826-0048.flac,259600,
406,train-clean-360/1121/135824/1121-135824-0002.flac,259600,
407,train-clean-360/154/293987/154-293987-0020.flac,259600,
408,train-clean-360/1025/75365/1025-75365-0004.flac,259520,
409,train-clean-360/1678/142279/1678-142279-0046.flac,259520,
410,train-clean-360/1031/133220/1031-133220-0059.flac,259520,
411,train-clean-360/1446/122614/1446-122614-0100.flac,259520,
412,train-clean-360/1271/136861/1271-136861-0014.flac,259520,
413,train-clean-360/1283/136983/1283-136983-0052.flac,259520,
414,train-clean-360/1121/132777/1121-132777-0002.flac,259440,
415,train-clean-360/1046/133224/1046-133224-0023.flac,259440,
416,train-clean-360/1226/141268/1226-141268-0033.flac,259360,
417,train-clean-360/1473/135657/1473-135657-0077.flac,259360,
418,train-clean-360/1165/135220/1165-135220-0037.flac,259360,
419,train-clean-360/1348/135832/1348-135832-0041.flac,259360,
420,train-clean-360/1054/143005/1054-143005-0026.flac,259360,
421,train-clean-360/1629/139710/1629-139710-0052.flac,259359,
422,train-clean-360/1556/143307/1556-143307-0079.flac,259280,
423,train-clean-360/14/208/14-208-0010.flac,259280,
424,train-clean-360/1382/130549/1382-130549-0023.flac,259280,
425,train-clean-360/1607/149245/1607-149245-0016.flac,259280,
426,train-clean-360/1513/140222/1513-140222-0046.flac,259200,
427,train-clean-360/1195/130164/1195-130164-0044.flac,259200,
428,train-clean-360/1472/285314/1472-285314-0037.flac,259200,
429,train-clean-360/1222/133834/1222-133834-0004.flac,259200,
430,train-clean-360/16/122828/16-122828-0031.flac,259200,
431,train-clean-360/1028/133395/1028-133395-0038.flac,259120,
432,train-clean-360/1401/14358/1401-14358-0026.flac,259120,
433,train-clean-360/126/125084/126-125084-0003.flac,259120,
434,train-clean-360/1027/125140/1027-125140-0000.flac,259120,
435,train-clean-360/1241/137614/1241-137614-0002.flac,259120,
436,train-clean-360/1060/134451/1060-134451-0041.flac,259120,
437,train-clean-360/1535/141644/1535-141644-0041.flac,259040,
438,train-clean-360/1271/136861/1271-136861-0001.flac,259040,
439,train-clean-360/1066/5330/1066-5330-0035.flac,259040,
440,train-clean-360/114/129317/114-129317-0043.flac,259040,
441,train-clean-360/1182/134316/1182-134316-0039.flac,259040,
442,train-clean-360/1283/136983/1283-136983-0000.flac,258960,
443,train-clean-360/1473/135657/1473-135657-0042.flac,258960,
444,train-clean-360/1316/132800/1316-132800-0017.flac,258960,
445,train-clean-360/1053/132821/1053-132821-0018.flac,258960,
446,train-clean-360/1343/158796/1343-158796-0027.flac,258880,
447,train-clean-360/1323/149236/1323-149236-0027.flac,258880,
448,train-clean-360/1212/14653/1212-14653-0034.flac,258880,
449,train-clean-360/1536/137608/1536-137608-0016.flac,258880,
450,train-clean-360/1425/139291/1425-139291-0027.flac,258880,
451,train-clean-360/1649/5776/1649-5776-0015.flac,258880,
452,train-clean-360/1487/133273/1487-133273-0107.flac,258800,
453,train-clean-360/126/125084/126-125084-0001.flac,258800,
454,train-clean-360/1678/142279/1678-142279-0021.flac,258800,
